session_id,time,value,peak_opacity,opacity_change_rate,significant_changes,duration,ambient_light_level,clearing_time,timestamp
ID131018,2485.0,1056.0,,,,,,,
ID131018,2614.0,1056.0,,,,,,,
ID131018,2743.0,1072.0,,,,,,,
ID131018,2872.0,1072.0,,,,,,,
ID131018,3000.0,1072.0,,,,,,,
ID131018,3129.0,1072.0,,,,,,,
ID131018,3258.0,1056.0,,,,,,,
ID131018,3387.0,1056.0,,,,,,,
ID131018,3516.0,1072.0,,,,,,,
ID131018,3644.0,1056.0,,,,,,,
ID131018,3773.0,1056.0,,,,,,,
ID131018,3902.0,1072.0,,,,,,,
ID131018,4031.0,1056.0,,,,,,,
ID131018,,,1072.0,6.0,0.0,4.137,1084.8,0.129,
ID3301357,,,0.0,0.0,0.0,14.784,1118.4,,
,0.0,5169.0,,,,,,,
ID6539,51.0,1088.0,,,,,,,
ID6539,180.0,1072.0,,,,,,,
ID6539,309.0,1088.0,,,,,,,
ID6539,438.0,1072.0,,,,,,,
ID6539,567.0,1072.0,,,,,,,
ID6539,695.0,1072.0,,,,,,,
ID6539,824.0,1088.0,,,,,,,
ID6539,953.0,1072.0,,,,,,,
ID6539,1081.0,1088.0,,,,,,,
ID6539,1210.0,1072.0,,,,,,,
ID6539,1339.0,1072.0,,,,,,,
ID6539,1467.0,1072.0,,,,,,,
ID6539,1596.0,1072.0,,,,,,,
ID6539,1725.0,1072.0,,,,,,,
ID6539,1853.0,1072.0,,,,,,,
ID6539,1982.0,1088.0,,,,,,,
ID6539,2111.0,1088.0,,,,,,,
ID6539,2239.0,1088.0,,,,,,,
ID6539,2368.0,1072.0,,,,,,,
ID6539,2496.0,1072.0,,,,,,,
ID6539,2625.0,1088.0,,,,,,,
ID6539,2754.0,1072.0,,,,,,,
ID6539,2882.0,1088.0,,,,,,,
ID6539,3011.0,1072.0,,,,,,,
ID6539,3139.0,1072.0,,,,,,,
ID6539,3268.0,1072.0,,,,,,,
ID6539,3397.0,1072.0,,,,,,,
ID6539,3525.0,1072.0,,,,,,,
ID6539,3654.0,1088.0,,,,,,,
ID6539,3783.0,1088.0,,,,,,,
ID6539,3911.0,1072.0,,,,,,,
ID6539,4040.0,1088.0,,,,,,,
ID6539,4168.0,1072.0,,,,,,,
ID6539,4297.0,1088.0,,,,,,,
ID6539,4425.0,1088.0,,,,,,,
ID6539,4554.0,1088.0,,,,,,,
ID6539,4682.0,1072.0,,,,,,,
ID6539,4811.0,1072.0,,,,,,,
ID6539,4940.0,1072.0,,,,,,,
ID6539,5069.0,1088.0,,,,,,,
ID6539,5197.0,1072.0,,,,,,,
ID6539,5326.0,1072.0,,,,,,,
ID6539,5454.0,1088.0,,,,,,,
ID6539,5583.0,1088.0,,,,,,,
ID6539,5711.0,1088.0,,,,,,,
ID6539,5840.0,1088.0,,,,,,,
ID6539,5968.0,1072.0,,,,,,,
ID6539,6097.0,1072.0,,,,,,,
ID6539,6225.0,1072.0,,,,,,,
ID6539,6354.0,1088.0,,,,,,,
ID6539,6483.0,1088.0,,,,,,,
ID6539,6611.0,1088.0,,,,,,,
ID6539,6740.0,1088.0,,,,,,,
ID6539,6868.0,1072.0,,,,,,,
ID6539,6997.0,1088.0,,,,,,,
ID6539,7126.0,1072.0,,,,,,,
ID6539,7254.0,1072.0,,,,,,,
ID6539,7383.0,1072.0,,,,,,,
ID6539,7511.0,1088.0,,,,,,,
ID6539,7640.0,1072.0,,,,,,,
ID6539,7768.0,1072.0,,,,,,,
ID6539,7897.0,1072.0,,,,,,,
ID6539,8025.0,1088.0,,,,,,,
ID6539,8154.0,1088.0,,,,,,,
ID6539,8282.0,1088.0,,,,,,,
ID6539,8411.0,1072.0,,,,,,,
ID6539,8540.0,1072.0,,,,,,,
ID6539,8669.0,1088.0,,,,,,,
ID6539,8797.0,1072.0,,,,,,,
ID6539,8926.0,1072.0,,,,,,,
ID6539,9055.0,1088.0,,,,,,,
ID6539,9183.0,1072.0,,,,,,,
ID6539,9312.0,1088.0,,,,,,,
ID6539,9441.0,1088.0,,,,,,,
ID6539,9569.0,1072.0,,,,,,,
ID6539,9698.0,1072.0,,,,,,,
ID6539,9827.0,1088.0,,,,,,,
ID6539,9955.0,1072.0,,,,,,,
ID6539,10084.0,1088.0,,,,,,,
ID6539,10212.0,1088.0,,,,,,,
ID6539,10341.0,1072.0,,,,,,,
ID6539,10470.0,1088.0,,,,,,,
ID6539,10598.0,1088.0,,,,,,,
ID6539,10727.0,1088.0,,,,,,,
ID6539,10855.0,1088.0,,,,,,,
ID6539,10984.0,1088.0,,,,,,,
ID6539,11113.0,1088.0,,,,,,,
ID6539,11241.0,1072.0,,,,,,,
ID6539,11370.0,1072.0,,,,,,,
ID6539,11499.0,1088.0,,,,,,,
ID6539,11627.0,1088.0,,,,,,,
ID6539,11756.0,1072.0,,,,,,,
ID6539,11884.0,1072.0,,,,,,,
ID6539,12014.0,1072.0,,,,,,,
ID6539,12142.0,1088.0,,,,,,,
ID6539,12271.0,1088.0,,,,,,,
ID6539,12399.0,1088.0,,,,,,,
ID6539,12528.0,1072.0,,,,,,,
ID6539,12657.0,1072.0,,,,,,,
ID6539,12785.0,1088.0,,,,,,,
ID6539,12914.0,1088.0,,,,,,,
ID6539,13043.0,1072.0,,,,,,,
ID6539,13171.0,1072.0,,,,,,,
ID6539,13300.0,1072.0,,,,,,,
ID6539,13429.0,1088.0,,,,,,,
ID6539,13558.0,1072.0,,,,,,,
ID6539,13686.0,1072.0,,,,,,,
ID6539,13815.0,1088.0,,,,,,,
ID6539,13944.0,1088.0,,,,,,,
ID6539,14072.0,1088.0,,,,,,,
ID6539,14201.0,1072.0,,,,,,,
ID6539,14330.0,1088.0,,,,,,,
ID6539,14458.0,1088.0,,,,,,,
ID6539,14587.0,1088.0,,,,,,,
ID6539,14715.0,1072.0,,,,,,,
ID6539,14844.0,1088.0,,,,,,,
ID6539,14972.0,1088.0,,,,,,,
ID6539,15101.0,1088.0,,,,,,,
ID6539,15230.0,1072.0,,,,,,,
ID6539,15358.0,1088.0,,,,,,,
ID6539,15487.0,1072.0,,,,,,,
ID6539,15615.0,1088.0,,,,,,,
ID6539,15744.0,1088.0,,,,,,,
ID6539,15872.0,1088.0,,,,,,,
ID6539,16001.0,1088.0,,,,,,,
ID6539,16129.0,1088.0,,,,,,,
ID6539,16258.0,1088.0,,,,,,,
ID6539,16386.0,1072.0,,,,,,,
ID6539,16515.0,1072.0,,,,,,,
ID6539,16643.0,1088.0,,,,,,,
ID6539,16772.0,1088.0,,,,,,,
ID6539,16901.0,1088.0,,,,,,,
ID6539,17029.0,1072.0,,,,,,,
ID6539,17158.0,1072.0,,,,,,,
ID6539,17286.0,1088.0,,,,,,,
ID6539,17415.0,1072.0,,,,,,,
ID6539,17543.0,1088.0,,,,,,,
ID6539,17672.0,1072.0,,,,,,,
ID6539,17800.0,1088.0,,,,,,,
ID6539,17929.0,1088.0,,,,,,,
ID6539,18058.0,1088.0,,,,,,,
ID6539,18186.0,1072.0,,,,,,,
ID6539,18315.0,1072.0,,,,,,,
ID6539,18443.0,1088.0,,,,,,,
ID6539,18572.0,1088.0,,,,,,,
ID6539,18701.0,1088.0,,,,,,,
ID6539,18830.0,1072.0,,,,,,,
ID6539,18958.0,1088.0,,,,,,,
ID6539,19087.0,1088.0,,,,,,,
ID6539,19215.0,1088.0,,,,,,,
ID6539,19344.0,1088.0,,,,,,,
ID6539,19472.0,1072.0,,,,,,,
ID6539,19601.0,1072.0,,,,,,,
ID6539,19729.0,1088.0,,,,,,,
ID6539,19858.0,1088.0,,,,,,,
ID6539,19986.0,1088.0,,,,,,,
ID6539,20115.0,1072.0,,,,,,,
ID6539,20243.0,1072.0,,,,,,,
ID6539,20372.0,1088.0,,,,,,,
ID6539,20500.0,1072.0,,,,,,,
ID6539,20629.0,1088.0,,,,,,,
ID6539,20757.0,1072.0,,,,,,,
ID6539,20886.0,1088.0,,,,,,,
ID6539,21014.0,1088.0,,,,,,,
ID6539,21143.0,1088.0,,,,,,,
ID6539,21271.0,1088.0,,,,,,,
ID6539,21400.0,1088.0,,,,,,,
ID6539,21528.0,1088.0,,,,,,,
ID6539,21657.0,1088.0,,,,,,,
ID6539,21785.0,1088.0,,,,,,,
ID6539,21914.0,1088.0,,,,,,,
ID6539,22042.0,1072.0,,,,,,,
ID6539,22171.0,1088.0,,,,,,,
ID6539,22299.0,1072.0,,,,,,,
ID6539,22428.0,1088.0,,,,,,,
ID6539,22556.0,1072.0,,,,,,,
ID6539,22685.0,1088.0,,,,,,,
ID6539,22814.0,1072.0,,,,,,,
ID6539,22943.0,1088.0,,,,,,,
ID6539,23071.0,1072.0,,,,,,,
ID6539,23200.0,1088.0,,,,,,,
ID6539,23329.0,1088.0,,,,,,,
ID6539,23457.0,1072.0,,,,,,,
ID6539,23586.0,1088.0,,,,,,,
ID6539,23715.0,1072.0,,,,,,,
ID6539,23844.0,1072.0,,,,,,,
ID6539,23973.0,1088.0,,,,,,,
ID6539,24101.0,1072.0,,,,,,,
ID6539,24230.0,1088.0,,,,,,,
ID6539,24358.0,1088.0,,,,,,,
ID6539,24487.0,1088.0,,,,,,,
ID6539,24616.0,1072.0,,,,,,,
ID6539,24744.0,1088.0,,,,,,,
ID6539,24873.0,1072.0,,,,,,,
ID6539,25002.0,1072.0,,,,,,,
ID6539,25131.0,1088.0,,,,,,,
ID6539,25259.0,1088.0,,,,,,,
ID6539,25388.0,1072.0,,,,,,,
ID6539,25517.0,1072.0,,,,,,,
ID6539,25645.0,1088.0,,,,,,,
ID6539,25774.0,1072.0,,,,,,,
ID6539,25902.0,1088.0,,,,,,,
ID6539,26031.0,1088.0,,,,,,,
ID6539,26160.0,1088.0,,,,,,,
ID6539,26288.0,1072.0,,,,,,,
ID6539,26417.0,1088.0,,,,,,,
ID6539,26546.0,1088.0,,,,,,,
ID6539,26674.0,1072.0,,,,,,,
ID6539,26803.0,1088.0,,,,,,,
ID6539,26931.0,1088.0,,,,,,,
ID6539,27060.0,1088.0,,,,,,,
ID6539,27189.0,1088.0,,,,,,,
ID6539,27317.0,1072.0,,,,,,,
ID6539,27446.0,1088.0,,,,,,,
ID6539,27575.0,1072.0,,,,,,,
ID6539,27704.0,1072.0,,,,,,,
ID6539,27832.0,1072.0,,,,,,,
ID6539,27961.0,1088.0,,,,,,,
ID6539,28090.0,1088.0,,,,,,,
ID6539,28218.0,1088.0,,,,,,,
ID6539,28347.0,1072.0,,,,,,,
ID6539,28475.0,1088.0,,,,,,,
ID6539,28604.0,1088.0,,,,,,,
ID6539,28733.0,1072.0,,,,,,,
ID6539,28862.0,1088.0,,,,,,,
ID6539,28990.0,1088.0,,,,,,,
ID6539,29119.0,1088.0,,,,,,,
ID6539,29247.0,1072.0,,,,,,,
ID6539,29376.0,1088.0,,,,,,,
ID6539,29504.0,1088.0,,,,,,,
ID6539,29633.0,1072.0,,,,,,,
ID6539,29761.0,1088.0,,,,,,,
ID6539,29890.0,1088.0,,,,,,,
ID6539,30018.0,1088.0,,,,,,,
ID6539,30148.0,1088.0,,,,,,,
ID6539,30276.0,1072.0,,,,,,,
ID6539,30405.0,1088.0,,,,,,,
ID6539,30533.0,1088.0,,,,,,,
ID6539,30662.0,1072.0,,,,,,,
ID6539,30790.0,1088.0,,,,,,,
ID6539,30919.0,1088.0,,,,,,,
ID6539,31047.0,1072.0,,,,,,,
ID6539,31176.0,1072.0,,,,,,,
ID6539,31304.0,1088.0,,,,,,,
ID6539,31433.0,1088.0,,,,,,,
ID6539,31561.0,1072.0,,,,,,,
ID6539,31690.0,1088.0,,,,,,,
ID6539,31818.0,1088.0,,,,,,,
ID6539,31947.0,1088.0,,,,,,,
ID6539,32076.0,1088.0,,,,,,,
ID6539,32204.0,1072.0,,,,,,,
ID6539,32333.0,1088.0,,,,,,,
ID6539,32461.0,1088.0,,,,,,,
ID6539,32590.0,1088.0,,,,,,,
ID6539,32719.0,1088.0,,,,,,,
ID6539,32847.0,1088.0,,,,,,,
ID6539,32976.0,1088.0,,,,,,,
ID6539,33105.0,1088.0,,,,,,,
ID6539,33233.0,1088.0,,,,,,,
ID6539,33362.0,1088.0,,,,,,,
ID6539,33490.0,1088.0,,,,,,,
ID6539,33620.0,1072.0,,,,,,,
ID6539,33748.0,1088.0,,,,,,,
ID6539,33877.0,1072.0,,,,,,,
ID6539,34006.0,1088.0,,,,,,,
ID6539,34134.0,1088.0,,,,,,,
ID6539,34263.0,1088.0,,,,,,,
ID6539,34391.0,1088.0,,,,,,,
ID6539,34520.0,1072.0,,,,,,,
ID6539,34648.0,1088.0,,,,,,,
ID6539,34777.0,1072.0,,,,,,,
ID6539,34905.0,1072.0,,,,,,,
ID6539,35034.0,1072.0,,,,,,,
ID6539,35162.0,1088.0,,,,,,,
ID6539,35291.0,1088.0,,,,,,,
ID6539,35420.0,1088.0,,,,,,,
ID6539,35548.0,1072.0,,,,,,,
ID6539,35677.0,1088.0,,,,,,,
ID6539,,,1088.0,8.057554,0.0,35.712,1089.6,0.129,
ID3339697,,,0.0,0.0,0.0,1.204,1088.0,,
,1.0,256.0,,,,,,,
,101.0,240.0,,,,,,,
,202.0,176.0,,,,,,,
,302.0,192.0,,,,,,,
,403.0,240.0,,,,,,,
,504.0,256.0,,,,,,,
,604.0,176.0,,,,,,,
,705.0,240.0,,,,,,,
,805.0,224.0,,,,,,,
,906.0,176.0,,,,,,,
,1006.0,192.0,,,,,,,
ID4126541,,,0.0,0.0,0.0,2.437,1112.0,,
ID214430,5.0,1072.0,,,,,,,
ID214430,134.0,1088.0,,,,,,,
ID214430,263.0,1088.0,,,,,,,
ID214430,391.0,1088.0,,,,,,,
ID214430,520.0,1088.0,,,,,,,
ID214430,649.0,1088.0,,,,,,,
ID214430,778.0,1072.0,,,,,,,
ID214430,906.0,1088.0,,,,,,,
ID214430,1035.0,1088.0,,,,,,,
ID214430,1164.0,1088.0,,,,,,,
ID214430,1293.0,1072.0,,,,,,,
ID214430,1421.0,1088.0,,,,,,,
ID214430,1550.0,1088.0,,,,,,,
ID214430,1679.0,1072.0,,,,,,,
ID214430,1808.0,1088.0,,,,,,,
ID214430,1936.0,1088.0,,,,,,,
ID214430,2065.0,1088.0,,,,,,,
ID214430,2194.0,1088.0,,,,,,,
ID214430,2323.0,1088.0,,,,,,,
ID214430,2451.0,1088.0,,,,,,,
ID214430,2580.0,1088.0,,,,,,,
ID214430,2709.0,1088.0,,,,,,,
ID214430,2838.0,1088.0,,,,,,,
ID214430,2967.0,1088.0,,,,,,,
ID214430,3096.0,1088.0,,,,,,,
ID214430,3225.0,1088.0,,,,,,,
ID214430,3354.0,1088.0,,,,,,,
ID214430,3482.0,1088.0,,,,,,,
ID214430,3611.0,1088.0,,,,,,,
ID214430,3740.0,1088.0,,,,,,,
ID214430,3869.0,1088.0,,,,,,,
ID214430,3997.0,1088.0,,,,,,,
ID214430,4126.0,1072.0,,,,,,,
ID214430,4255.0,1088.0,,,,,,,
ID214430,4384.0,1088.0,,,,,,,
ID214430,4512.0,1088.0,,,,,,,
ID214430,4641.0,1088.0,,,,,,,
ID214430,4770.0,1088.0,,,,,,,
ID214430,4898.0,1088.0,,,,,,,
ID214430,5027.0,1088.0,,,,,,,
ID214430,5156.0,1088.0,,,,,,,
ID214430,5285.0,1072.0,,,,,,,
ID214430,5413.0,1088.0,,,,,,,
ID214430,5542.0,1088.0,,,,,,,
ID214430,5671.0,1088.0,,,,,,,
ID214430,5800.0,1088.0,,,,,,,
ID214430,5928.0,1088.0,,,,,,,
ID214430,6057.0,1088.0,,,,,,,
ID214430,6185.0,1088.0,,,,,,,
ID214430,6314.0,1088.0,,,,,,,
ID214430,6443.0,1088.0,,,,,,,
ID214430,6571.0,1072.0,,,,,,,
ID214430,6700.0,1088.0,,,,,,,
ID214430,6828.0,1088.0,,,,,,,
ID214430,6957.0,1088.0,,,,,,,
ID214430,7086.0,1088.0,,,,,,,
ID214430,7214.0,1088.0,,,,,,,
ID214430,7343.0,1072.0,,,,,,,
ID214430,7471.0,1072.0,,,,,,,
ID214430,7600.0,1088.0,,,,,,,
ID214430,7729.0,1088.0,,,,,,,
ID214430,7858.0,1088.0,,,,,,,
ID214430,7986.0,1088.0,,,,,,,
ID214430,8115.0,1088.0,,,,,,,
ID214430,8244.0,1088.0,,,,,,,
ID214430,8372.0,1088.0,,,,,,,
ID214430,8501.0,1088.0,,,,,,,
ID214430,8630.0,1088.0,,,,,,,
ID214430,8759.0,1088.0,,,,,,,
ID214430,8887.0,1072.0,,,,,,,
ID214430,,,1088.0,3.657143,0.0,8.916,1113.6,0.129,
,100.0,15395.0,,,,,,,
,229.0,14755.0,,,,,,,
,357.0,14675.0,,,,,,,
,486.0,14755.0,,,,,,,
,614.0,14899.0,,,,,,,
,743.0,14899.0,,,,,,,
,68.0,15139.0,,,,,,,
,197.0,15235.0,,,,,,,
,326.0,15235.0,,,,,,,
,454.0,15299.0,,,,,,,
,583.0,15363.0,,,,,,,
,711.0,15411.0,,,,,,,
,840.0,15443.0,,,,,,,
,968.0,15491.0,,,,,,,
,1097.0,15619.0,,,,,,,
,1225.0,15555.0,,,,,,,
,1354.0,15619.0,,,,,,,
,1482.0,15651.0,,,,,,,
,1611.0,15699.0,,,,,,,
,1739.0,15731.0,,,,,,,
,1867.0,15715.0,,,,,,,
,1996.0,15747.0,,,,,,,
,2124.0,15747.0,,,,,,,
,2252.0,15763.0,,,,,,,
,2381.0,15779.0,,,,,,,
,2509.0,15779.0,,,,,,,
,2638.0,15971.0,,,,,,,
,2766.0,15747.0,,,,,,,
,2894.0,13043.0,,,,,,,
,3023.0,11506.0,,,,,,,
,3151.0,11346.0,,,,,,,
,3280.0,11090.0,,,,,,,
,3408.0,11090.0,,,,,,,
,3537.0,11090.0,,,,,,,
,3665.0,11074.0,,,,,,,
,3793.0,11026.0,,,,,,,
,3922.0,10962.0,,,,,,,
,4050.0,10930.0,,,,,,,
,4179.0,10882.0,,,,,,,
,4307.0,10818.0,,,,,,,
,4436.0,10770.0,,,,,,,
,4564.0,10738.0,,,,,,,
,4693.0,10706.0,,,,,,,
,4821.0,10674.0,,,,,,,
,4949.0,10642.0,,,,,,,
,5078.0,10594.0,,,,,,,
,5206.0,10514.0,,,,,,,
,98.0,11954.0,,,,,,,
,227.0,11330.0,,,,,,,
,356.0,11458.0,,,,,,,
,485.0,11538.0,,,,,,,
,614.0,11618.0,,,,,,,
,743.0,11554.0,,,,,,,
,872.0,11522.0,,,,,,,
,1000.0,11794.0,,,,,,,
,1129.0,11842.0,,,,,,,
,1258.0,11794.0,,,,,,,
,1386.0,11730.0,,,,,,,
,1515.0,11730.0,,,,,,,
,58.0,1344.0,,,,,,,
,187.0,1072.0,,,,,,,
,315.0,1072.0,,,,,,,
,443.0,1088.0,,,,,,,
,572.0,1072.0,,,,,,,
,700.0,1088.0,,,,,,,
,829.0,1072.0,,,,,,,
,957.0,1088.0,,,,,,,
,1085.0,1088.0,,,,,,,
,1214.0,1072.0,,,,,,,
,1342.0,1088.0,,,,,,,
,1471.0,1088.0,,,,,,,
,1599.0,1072.0,,,,,,,
,1728.0,1072.0,,,,,,,
,1856.0,1072.0,,,,,,,
,1984.0,1072.0,,,,,,,
,2113.0,1072.0,,,,,,,
,2242.0,1072.0,,,,,,,
,2370.0,1088.0,,,,,,,
,2498.0,1072.0,,,,,,,
,2627.0,1088.0,,,,,,,
,2755.0,1072.0,,,,,,,
,2883.0,1072.0,,,,,,,
,3012.0,1072.0,,,,,,,
,3140.0,1072.0,,,,,,,
,3268.0,1072.0,,,,,,,
,3397.0,1088.0,,,,,,,
,3525.0,1088.0,,,,,,,
,3653.0,1088.0,,,,,,,
,3782.0,1072.0,,,,,,,
,3910.0,1072.0,,,,,,,
,4039.0,1072.0,,,,,,,
,4167.0,1072.0,,,,,,,
,4295.0,1072.0,,,,,,,
,4424.0,1072.0,,,,,,,
,4552.0,1072.0,,,,,,,
,4680.0,1072.0,,,,,,,
,4809.0,1072.0,,,,,,,
,4937.0,1072.0,,,,,,,
,5065.0,1072.0,,,,,,,
,5194.0,1072.0,,,,,,,
,5322.0,1088.0,,,,,,,
,5450.0,1072.0,,,,,,,
,5579.0,1088.0,,,,,,,
,5707.0,1072.0,,,,,,,
,5835.0,1072.0,,,,,,,
,5964.0,1088.0,,,,,,,
,6092.0,1072.0,,,,,,,
,6221.0,1072.0,,,,,,,
,6350.0,1072.0,,,,,,,
,6478.0,1072.0,,,,,,,
,6606.0,1088.0,,,,,,,
,6735.0,1072.0,,,,,,,
,6863.0,1072.0,,,,,,,
,6991.0,1088.0,,,,,,,
,7120.0,1088.0,,,,,,,
,7248.0,1072.0,,,,,,,
,7377.0,1072.0,,,,,,,
,7505.0,1088.0,,,,,,,
,7634.0,1072.0,,,,,,,
,7762.0,1072.0,,,,,,,
,7890.0,1072.0,,,,,,,
,8018.0,1088.0,,,,,,,
,8147.0,1072.0,,,,,,,
,8275.0,1072.0,,,,,,,
,8404.0,1072.0,,,,,,,
,8532.0,1088.0,,,,,,,
,8660.0,1072.0,,,,,,,
,8789.0,1072.0,,,,,,,
,8917.0,1072.0,,,,,,,
,9045.0,1088.0,,,,,,,
,9174.0,1072.0,,,,,,,
,9302.0,1072.0,,,,,,,
,9431.0,1072.0,,,,,,,
,9559.0,1072.0,,,,,,,
,9687.0,1072.0,,,,,,,
,9816.0,1088.0,,,,,,,
,9944.0,1088.0,,,,,,,
,10073.0,1072.0,,,,,,,
,10201.0,1072.0,,,,,,,
,10329.0,1088.0,,,,,,,
,10458.0,1072.0,,,,,,,
,10586.0,1072.0,,,,,,,
,10715.0,1088.0,,,,,,,
,10843.0,1072.0,,,,,,,
,10972.0,1088.0,,,,,,,
,11100.0,1072.0,,,,,,,
,11229.0,1072.0,,,,,,,
,11357.0,1088.0,,,,,,,
,11486.0,1072.0,,,,,,,
,11614.0,1088.0,,,,,,,
,11743.0,1072.0,,,,,,,
,11871.0,1072.0,,,,,,,
,11999.0,1072.0,,,,,,,
,12128.0,1088.0,,,,,,,
,12256.0,1072.0,,,,,,,
ID202849,85.0,1088.0,,,,,,,
ID202849,214.0,1088.0,,,,,,,
ID202849,343.0,1088.0,,,,,,,
ID202849,472.0,1088.0,,,,,,,
ID202849,601.0,1088.0,,,,,,,
ID202849,729.0,1088.0,,,,,,,
ID202849,858.0,1088.0,,,,,,,
ID202849,987.0,1088.0,,,,,,,
ID202849,1115.0,1088.0,,,,,,,
ID202849,1244.0,1088.0,,,,,,,
ID202849,1373.0,1088.0,,,,,,,
ID202849,1501.0,1088.0,,,,,,,
ID202849,1630.0,1088.0,,,,,,,
ID202849,1759.0,1088.0,,,,,,,
ID202849,1888.0,1088.0,,,,,,,
ID202849,2016.0,1088.0,,,,,,,
ID202849,2145.0,1088.0,,,,,,,
ID202849,2274.0,1088.0,,,,,,,
ID202849,2402.0,1088.0,,,,,,,
ID202849,2531.0,1088.0,,,,,,,
ID202849,2659.0,1088.0,,,,,,,
ID202849,2788.0,1088.0,,,,,,,
ID202849,2917.0,1088.0,,,,,,,
ID202849,3045.0,1088.0,,,,,,,
ID202849,3174.0,1088.0,,,,,,,
ID202849,3302.0,1088.0,,,,,,,
ID202849,3431.0,1088.0,,,,,,,
ID202849,3559.0,1088.0,,,,,,,
ID202849,3688.0,1088.0,,,,,,,
ID202849,3816.0,1088.0,,,,,,,
ID202849,3945.0,1072.0,,,,,,,
ID202849,4074.0,1088.0,,,,,,,
ID202849,4202.0,1088.0,,,,,,,
ID202849,4331.0,1088.0,,,,,,,
ID202849,4460.0,1088.0,,,,,,,
ID202849,4589.0,1088.0,,,,,,,
ID202849,,,1088.0,0.8888889,0.0,4.626,1086.4,0.129,
,99.0,9618.0,,,,,,,
,228.0,9586.0,,,,,,,
,357.0,9602.0,,,,,,,
,485.0,9618.0,,,,,,,
,614.0,9618.0,,,,,,,
,0.0,5809.0,,,,,,,
,0.0,240.0,,,,,,,
,129.0,224.0,,,,,,,
,258.0,208.0,,,,,,,
,387.0,224.0,,,,,,,
,516.0,224.0,,,,,,,
,645.0,208.0,,,,,,,
,773.0,224.0,,,,,,,
,902.0,240.0,,,,,,,
,1031.0,224.0,,,,,,,
,1159.0,208.0,,,,,,,
,1288.0,192.0,,,,,,,
,1417.0,224.0,,,,,,,
,1546.0,224.0,,,,,,,
,1674.0,224.0,,,,,,,
,1803.0,224.0,,,,,,,
,1932.0,224.0,,,,,,,
,2061.0,224.0,,,,,,,
,2189.0,208.0,,,,,,,
,2318.0,208.0,,,,,,,
,2447.0,224.0,,,,,,,
,2576.0,192.0,,,,,,,
,2704.0,224.0,,,,,,,
,2833.0,224.0,,,,,,,
,2961.0,224.0,,,,,,,
,3090.0,224.0,,,,,,,
,3219.0,192.0,,,,,,,
,3347.0,224.0,,,,,,,
,3476.0,224.0,,,,,,,
,3604.0,208.0,,,,,,,
,3733.0,224.0,,,,,,,
,3862.0,256.0,,,,,,,
,3990.0,224.0,,,,,,,
,4119.0,240.0,,,,,,,
,4248.0,208.0,,,,,,,
,4376.0,224.0,,,,,,,
,4505.0,224.0,,,,,,,
,4633.0,224.0,,,,,,,
,4762.0,224.0,,,,,,,
,4891.0,160.0,,,,,,,
,5019.0,208.0,,,,,,,
,5148.0,208.0,,,,,,,
,5276.0,224.0,,,,,,,
,5405.0,240.0,,,,,,,
,5534.0,224.0,,,,,,,
,5662.0,240.0,,,,,,,
,5791.0,224.0,,,,,,,
,5920.0,208.0,,,,,,,
,6048.0,208.0,,,,,,,
,6177.0,224.0,,,,,,,
,6305.0,208.0,,,,,,,
,6434.0,224.0,,,,,,,
,6562.0,208.0,,,,,,,
,6691.0,224.0,,,,,,,
,6820.0,224.0,,,,,,,
,6949.0,208.0,,,,,,,
,7077.0,224.0,,,,,,,
,7206.0,208.0,,,,,,,
,7334.0,224.0,,,,,,,
,7463.0,224.0,,,,,,,
,7592.0,224.0,,,,,,,
,7720.0,224.0,,,,,,,
,7849.0,224.0,,,,,,,
,7977.0,256.0,,,,,,,
,8106.0,224.0,,,,,,,
,8234.0,208.0,,,,,,,
,8363.0,208.0,,,,,,,
,8491.0,224.0,,,,,,,
,8620.0,224.0,,,,,,,
,8748.0,224.0,,,,,,,
,8877.0,224.0,,,,,,,
,9005.0,208.0,,,,,,,
,9134.0,240.0,,,,,,,
,9262.0,208.0,,,,,,,
,9391.0,224.0,,,,,,,
,9519.0,224.0,,,,,,,
,9648.0,192.0,,,,,,,
,9776.0,224.0,,,,,,,
,9905.0,192.0,,,,,,,
,10033.0,208.0,,,,,,,
,10161.0,256.0,,,,,,,
,10290.0,224.0,,,,,,,
,10419.0,224.0,,,,,,,
,10548.0,208.0,,,,,,,
,10676.0,208.0,,,,,,,
,10805.0,224.0,,,,,,,
,10934.0,208.0,,,,,,,
,11062.0,224.0,,,,,,,
,11191.0,224.0,,,,,,,
,11319.0,224.0,,,,,,,
,11448.0,224.0,,,,,,,
,11577.0,128.0,,,,,,,
,11705.0,224.0,,,,,,,
,11834.0,224.0,,,,,,,
,11963.0,208.0,,,,,,,
,12092.0,224.0,,,,,,,
,12220.0,208.0,,,,,,,
,12349.0,208.0,,,,,,,
,12478.0,208.0,,,,,,,
,12606.0,224.0,,,,,,,
,12735.0,224.0,,,,,,,
,12863.0,224.0,,,,,,,
,12992.0,272.0,,,,,,,
,13120.0,192.0,,,,,,,
,13249.0,224.0,,,,,,,
,13377.0,224.0,,,,,,,
,13506.0,240.0,,,,,,,
,13635.0,224.0,,,,,,,
,13763.0,224.0,,,,,,,
,13892.0,208.0,,,,,,,
,0.0,5585.0,,,,,,,
,1.0,3104.0,,,,,,,
,102.0,3168.0,,,,,,,
,202.0,3168.0,,,,,,,
,303.0,3120.0,,,,,,,
,404.0,3152.0,,,,,,,
